order_date,product,quantity,revenue,profit
2024-04-04,Tablet,1,12064,8598
2024-05-04,Phone,4,40119,1018
2024-02-10,Keyboard,1,5604,291
2024-09-10,Keyboard,2,27799,4284
2024-01-07,Keyboard,8,48458,8388
2025-04-15,Keyboard,6,13921,7399
2025-12-28,Laptop,9,23711,5211
2025-05-25,Laptop,2,11702,8784
2025-08-03,Monitor,3,44371,8933
2024-03-09,Keyboard,9,42685,1075
2024-03-21,Phone,9,41627,3409
2025-06-25,Monitor,6,4185,5307
2025-08-07,Keyboard,3,25161,5786
2024-09-18,Laptop,5,43137,7729
2024-03-29,Phone,2,18866,3001
2024-07-26,Monitor,7,38212,8971
2024-07-31,Phone,8,24776,7439
2024-09-22,Keyboard,6,15910,2605
2024-10-19,Tablet,8,48739,1200
2024-07-25,Phone,2,10178,1785
2024-11-28,Phone,3,25075,7981
2024-03-17,Laptop,7,41901,1088
2024-10-14,Keyboard,1,41730,6419
2024-02-16,Phone,7,14388,7177
2025-09-13,Keyboard,6,17227,2962
2024-07-18,Laptop,8,49471,4890
2025-03-02,Keyboard,7,3581,1292
2024-07-28,Laptop,4,23521,9014
2025-02-23,Laptop,3,9949,8148
2024-06-02,Monitor,3,16157,3462
2025-06-05,Keyboard,4,35559,2549
2025-02-18,Tablet,9,2032,7210
2024-12-18,Monitor,9,37630,6160
2024-06-05,Laptop,2,16515,3595
2024-09-17,Tablet,5,38256,1263
2024-03-17,Phone,1,6844,468
2025-05-02,Phone,4,41698,5010
2024-05-10,Monitor,2,48961,838
2025-08-01,Tablet,8,9606,1921
2025-03-30,Keyboard,4,34706,2075
2024-06-11,Tablet,5,48087,6314
2024-01-15,Monitor,4,10152,2496
2024-08-19,Keyboard,5,25050,7479
2024-07-13,Keyboard,5,6889,4873
2025-06-25,Phone,5,22861,8802
2024-12-24,Tablet,3,36347,2701
2024-11-26,Keyboard,7,39563,589
2025-03-02,Monitor,3,14203,6549
2025-05-11,Phone,2,19142,4805
2025-04-30,Keyboard,3,41826,6009
2025-03-24,Tablet,3,37009,3339
2025-02-16,Phone,8,14381,5596
2024-11-25,Tablet,4,49737,2808
2024-05-26,Tablet,3,15914,5361
2024-09-15,Tablet,5,14829,4157
2024-10-18,Phone,4,49650,1945
2024-05-22,Keyboard,9,23331,2550
2025-09-18,Laptop,8,41591,2879
2024-12-30,Keyboard,7,8088,97
2024-03-30,Phone,8,1403,2414
2025-12-20,Laptop,5,44916,5716
2024-06-12,Laptop,4,43223,6508
2025-04-25,Laptop,7,36072,8995
2024-03-24,Monitor,1,18110,8227
2024-03-17,Phone,6,34552,7680
2025-11-03,Monitor,8,33957,7981
2025-05-31,Laptop,7,22027,7108
2025-04-29,Monitor,2,38050,2852
2025-08-12,Monitor,7,29511,8644
2025-08-25,Phone,6,37775,2136
2025-08-21,Tablet,5,35264,6774
2024-04-13,Monitor,4,32504,6205
2025-03-27,Monitor,1,24564,1199
2025-05-01,Laptop,2,29202,112
2024-12-04,Laptop,7,20665,3203
2025-11-17,Laptop,3,9131,9250
2025-07-19,Keyboard,5,22352,5988
2025-04-22,Monitor,8,5007,9564
2025-12-23,Laptop,8,1027,801
2025-08-29,Phone,6,29481,7826
2024-08-10,Keyboard,5,36264,8899
2024-01-09,Tablet,2,36735,9902
2024-02-22,Monitor,9,48040,750
2024-03-17,Monitor,1,33971,9322
2025-12-18,Phone,2,1162,1590
2025-05-17,Tablet,1,25440,3082
2024-11-11,Tablet,4,42382,6217
2025-09-15,Keyboard,4,6756,6414
2024-06-13,Monitor,5,28932,2033
2024-10-05,Laptop,5,8867,8556
2024-01-27,Phone,8,46728,5846
2024-03-10,Phone,3,38565,7698
2024-08-05,Phone,6,26011,7944
2024-12-30,Phone,3,9073,2364
2025-12-01,Laptop,2,16082,8009
2024-11-01,Laptop,8,5878,1699
2024-05-03,Keyboard,1,14000,7750
2024-01-19,Monitor,9,805,6950
